diagnostique,maladie,symptome
1,panic disorder,"insomnia, abnormal involuntary movements, palpitations, irregular heartbeat"
1,panic disorder,"depression, dizziness"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat"
1,panic disorder,"shortness of breath, dizziness, insomnia, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, dizziness, insomnia, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"depression, depressive or psychotic symptoms, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, dizziness, insomnia, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat"
1,panic disorder,"depressive or psychotic symptoms, insomnia"
1,panic disorder,"dizziness, insomnia, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"depression, shortness of breath, insomnia, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, dizziness, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, irregular heartbeat, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, dizziness, palpitations, breathing fast"
1,panic disorder,"depression, shortness of breath, breathing fast"
1,panic disorder,"shortness of breath, insomnia, abnormal involuntary movements, chest tightness, palpitations"
1,panic disorder,"depression, shortness of breath, chest tightness, palpitations"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, irregular heartbeat, breathing fast"
1,panic disorder,"depression, shortness of breath, chest tightness"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, dizziness, chest tightness, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, dizziness, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, dizziness, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"depression, depressive or psychotic symptoms, dizziness, insomnia, chest tightness, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, dizziness, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, insomnia, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, dizziness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, insomnia, chest tightness, palpitations, breathing fast"
1,panic disorder,"shortness of breath, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, dizziness, chest tightness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, dizziness, abnormal involuntary movements, chest tightness"
1,panic disorder,"shortness of breath, dizziness, chest tightness, irregular heartbeat"
1,panic disorder,"depression, depressive or psychotic symptoms, dizziness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, dizziness"
1,panic disorder,"depression, depressive or psychotic symptoms, abnormal involuntary movements, chest tightness"
1,panic disorder,"depression, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, dizziness, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat"
1,panic disorder,"depression, shortness of breath, dizziness, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, palpitations, breathing fast"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, chest tightness, irregular heartbeat"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, insomnia, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"dizziness, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat"
1,panic disorder,"depressive or psychotic symptoms, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"dizziness, insomnia, abnormal involuntary movements, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, insomnia, chest tightness, palpitations"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, breathing fast"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, chest tightness"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, insomnia, chest tightness, irregular heartbeat"
1,panic disorder,"depressive or psychotic symptoms, insomnia, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, insomnia, breathing fast"
1,panic disorder,"depression, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, irregular heartbeat"
1,panic disorder,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, palpitations, irregular heartbeat"
1,panic disorder,"depression, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, abnormal involuntary movements, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, irregular heartbeat, breathing fast"
1,panic disorder,"shortness of breath, dizziness, abnormal involuntary movements, palpitations"
1,panic disorder,"depression, dizziness, insomnia, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, dizziness, insomnia, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, abnormal involuntary movements, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, insomnia, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, shortness of breath, dizziness, insomnia, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, dizziness, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"depression, depressive or psychotic symptoms, dizziness, insomnia, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"depression, shortness of breath, depressive or psychotic symptoms"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, dizziness"
1,panic disorder,"anxiety and nervousness, shortness of breath, dizziness, insomnia, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, dizziness, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat"
1,panic disorder,"depression, depressive or psychotic symptoms, dizziness, insomnia, chest tightness, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, chest tightness, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, insomnia, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, irregular heartbeat, breathing fast"
1,panic disorder,"depression, chest tightness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, abnormal involuntary movements, chest tightness, palpitations"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, abnormal involuntary movements, chest tightness, breathing fast"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, chest tightness, irregular heartbeat"
1,panic disorder,"depression, shortness of breath, depressive or psychotic symptoms, dizziness, palpitations, irregular heartbeat"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"depression, depressive or psychotic symptoms, insomnia, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, insomnia, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, insomnia, chest tightness, irregular heartbeat"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, palpitations, irregular heartbeat"
1,panic disorder,"depressive or psychotic symptoms, abnormal involuntary movements, chest tightness, palpitations, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, palpitations"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, depressive or psychotic symptoms, dizziness, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"depression, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, dizziness, insomnia, chest tightness, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"depression, shortness of breath, depressive or psychotic symptoms, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, palpitations"
1,panic disorder,"anxiety and nervousness, dizziness, abnormal involuntary movements, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, abnormal involuntary movements, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, insomnia, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, depression, dizziness, chest tightness, irregular heartbeat"
1,panic disorder,"depression, insomnia, palpitations, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, abnormal involuntary movements, palpitations, breathing fast"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, insomnia, chest tightness, irregular heartbeat, breathing fast"
1,panic disorder,"anxiety and nervousness, shortness of breath, dizziness, insomnia, chest tightness, palpitations, irregular heartbeat"
1,panic disorder,"anxiety and nervousness, depression, shortness of breath, insomnia, abnormal involuntary movements"
1,panic disorder,"depression, depressive or psychotic symptoms, palpitations, irregular heartbeat, breathing fast"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, chest tightness, breathing fast"
1,panic disorder,"shortness of breath, depressive or psychotic symptoms, insomnia, breathing fast"
1,panic disorder,"depressive or psychotic symptoms, irregular heartbeat, breathing fast"
1,panic disorder,"insomnia, palpitations, irregular heartbeat"
1,panic disorder,"depression, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, irregular heartbeat"
1,panic disorder,"depression, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, chest tightness, palpitations"
0,eye alignment disorder,"lack of growth, eye deviation, diminished vision, cross eyed, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, pain in eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, pain in eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, diminished vision, symptoms of eye, pain in eye, eye moves abnormally"
0,eye alignment disorder,"lack of growth, diminished vision, cross eyed, symptoms of eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"diminished vision, double vision, cross eyed, symptoms of eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, double vision, cross eyed, symptoms of eye, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, symptoms of eye, pain in eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, diminished vision, double vision, cross eyed"
0,eye alignment disorder,"cross eyed, eye moves abnormally"
0,eye alignment disorder,"lack of growth, cross eyed, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"cross eyed, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, double vision, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"eye deviation, double vision, cross eyed, symptoms of eye, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, diminished vision, pain in eye, irregular appearing scalp"
0,eye alignment disorder,"eye deviation, pain in eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, cross eyed, symptoms of eye, pain in eye, eye moves abnormally"
0,eye alignment disorder,"lack of growth, cross eyed, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, symptoms of eye, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"symptoms of eye, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, cross eyed, symptoms of eye, pain in eye, eye moves abnormally"
0,eye alignment disorder,"lack of growth, cross eyed, symptoms of eye, pain in eye"
0,eye alignment disorder,"lack of growth, double vision, cross eyed, symptoms of eye, pain in eye, irregular appearing scalp"
0,eye alignment disorder,"eye deviation, cross eyed, pain in eye"
0,eye alignment disorder,"lack of growth, diminished vision, cross eyed"
0,eye alignment disorder,"lack of growth, double vision, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, diminished vision, double vision, cross eyed"
0,eye alignment disorder,"lack of growth, eye deviation, diminished vision, cross eyed, irregular appearing scalp"
0,eye alignment disorder,"diminished vision, cross eyed, symptoms of eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, double vision, symptoms of eye, pain in eye"
0,eye alignment disorder,"lack of growth, eye deviation, cross eyed, pain in eye, eye moves abnormally"
0,eye alignment disorder,"lack of growth, double vision, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"diminished vision, cross eyed, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"eye deviation, diminished vision, double vision, cross eyed, pain in eye, eye moves abnormally"
0,eye alignment disorder,"lack of growth, symptoms of eye, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, eye deviation, double vision, cross eyed, symptoms of eye, pain in eye, eye moves abnormally"
0,eye alignment disorder,"lack of growth, diminished vision, double vision, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, diminished vision, double vision, symptoms of eye, pain in eye, eye moves abnormally, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, diminished vision, double vision, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, cross eyed, symptoms of eye, irregular appearing scalp"
0,eye alignment disorder,"lack of growth, double vision, cross eyed, symptoms of eye, pain in eye, eye moves abnormally"
0,eye alignment disorder,"eye deviation, symptoms of eye"
0,vaginitis,"suprapubic pain, sharp abdominal pain, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"suprapubic pain, sharp abdominal pain"
0,vaginitis,"painful urination, pain during intercourse, vaginal discharge, vaginal pain, vaginal redness"
0,vaginitis,"suprapubic pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal redness"
0,vaginitis,"suprapubic pain, sharp abdominal pain, vaginal itching, vaginal discharge, pelvic pain, vaginal redness"
0,vaginitis,"vaginal itching, vaginal discharge, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"suprapubic pain, painful urination, lower abdominal pain, vaginal discharge"
0,vaginitis,"suprapubic pain, sharp abdominal pain, vaginal itching, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"suprapubic pain, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"suprapubic pain, sharp abdominal pain, painful urination, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"vaginal itching, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, pain during pregnancy, vaginal redness"
0,vaginitis,"suprapubic pain, vaginal itching, painful urination, vaginal discharge, pelvic pain, vaginal pain"
0,vaginitis,"suprapubic pain, painful urination, pain during intercourse, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, pain during intercourse, lower abdominal pain, vaginal pain"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"pain during intercourse, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, pelvic pain, vaginal redness"
0,vaginitis,"sharp abdominal pain, vaginal itching, painful urination, pain during pregnancy, vaginal redness"
0,vaginitis,"suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, vaginal discharge, pelvic pain"
0,vaginitis,"painful urination, lower abdominal pain, vaginal pain"
0,vaginitis,"suprapubic pain, painful urination, lower abdominal pain, pain during pregnancy, vaginal pain, vaginal redness"
0,vaginitis,"pain during intercourse, lower abdominal pain, vaginal discharge"
0,vaginitis,"sharp abdominal pain, vaginal itching, pain during intercourse, vaginal discharge, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"sharp abdominal pain, vaginal itching, pain during intercourse, vaginal discharge, pelvic pain"
0,vaginitis,"sharp abdominal pain, vaginal itching, lower abdominal pain, vaginal discharge, pelvic pain"
0,vaginitis,"pain during intercourse, lower abdominal pain, vaginal discharge, vaginal redness"
0,vaginitis,"pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"suprapubic pain, sharp abdominal pain, painful urination, lower abdominal pain, pelvic pain"
0,vaginitis,"suprapubic pain, sharp abdominal pain, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal pain, vaginal redness"
0,vaginitis,"suprapubic pain, lower abdominal pain, vaginal discharge"
0,vaginitis,"sharp abdominal pain, pain during pregnancy, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, vaginal redness"
0,vaginitis,"sharp abdominal pain, vaginal itching, lower abdominal pain, pelvic pain"
0,vaginitis,"suprapubic pain, sharp abdominal pain, vaginal itching, lower abdominal pain, vaginal discharge, pelvic pain, vaginal pain"
0,vaginitis,"suprapubic pain, pain during intercourse, vaginal discharge, pain during pregnancy, vaginal redness"
0,vaginitis,"suprapubic pain, vaginal itching, painful urination, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy, vaginal pain"
0,vaginitis,"suprapubic pain, vaginal itching, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"suprapubic pain, sharp abdominal pain, vaginal itching, lower abdominal pain, vaginal discharge, vaginal pain, vaginal redness"
0,vaginitis,"painful urination, pain during intercourse, lower abdominal pain, pelvic pain"
0,vaginitis,"suprapubic pain, vaginal discharge, pelvic pain, vaginal pain"
0,vaginitis,"pain during intercourse, pain during pregnancy, pelvic pain, vaginal pain"
0,vaginitis,"sharp abdominal pain, vaginal itching, lower abdominal pain, pain during pregnancy, pelvic pain, vaginal redness"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, pelvic pain, vaginal pain, vaginal redness"
0,vaginitis,"suprapubic pain, sharp abdominal pain, vaginal itching, vaginal redness"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, vaginal discharge, pain during pregnancy, vaginal pain"
0,vaginitis,"pain during intercourse, pain during pregnancy, pelvic pain, vaginal redness"
0,vaginitis,"sharp abdominal pain, painful urination, lower abdominal pain, vaginal discharge, vaginal pain"
0,vaginitis,"vaginal itching, pain during intercourse, lower abdominal pain, pain during pregnancy"
0,vaginitis,"pain during intercourse, lower abdominal pain, vaginal discharge, vaginal pain"
0,glaucoma,"diminished vision, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"foreign body sensation in eye, eye redness, itchiness of eye"
0,glaucoma,"diminished vision, symptoms of eye, spots or clouds in vision, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, lacrimation, itchy eyelid"
0,glaucoma,"symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, foreign body sensation in eye, eye redness, lacrimation, itchy eyelid"
0,glaucoma,"foreign body sensation in eye, spots or clouds in vision, eye redness, itchiness of eye"
0,glaucoma,"pain in eye, foreign body sensation in eye, spots or clouds in vision, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, itchy eyelid"
0,glaucoma,"spots or clouds in vision, eye redness"
0,glaucoma,"pain in eye, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, lacrimation"
0,glaucoma,"pain in eye, foreign body sensation in eye, eye redness, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, lacrimation, itchy eyelid"
0,glaucoma,"pain in eye, spots or clouds in vision, lacrimation, itchiness of eye"
0,glaucoma,"diminished vision, symptoms of eye, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, foreign body sensation in eye, spots or clouds in vision, eye redness, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, spots or clouds in vision, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, itchiness of eye, itchy eyelid"
0,glaucoma,"symptoms of eye, foreign body sensation in eye, spots or clouds in vision, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, pain in eye, spots or clouds in vision, eye redness, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, foreign body sensation in eye, eye redness, itchy eyelid"
0,glaucoma,"symptoms of eye, pain in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, itchiness of eye, itchy eyelid"
0,glaucoma,"symptoms of eye, pain in eye, foreign body sensation in eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, eye redness, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye"
0,glaucoma,"foreign body sensation in eye, spots or clouds in vision, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, foreign body sensation in eye, spots or clouds in vision, itchiness of eye"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, pain in eye, foreign body sensation in eye, spots or clouds in vision, lacrimation, itchiness of eye, itchy eyelid"
0,glaucoma,"diminished vision, spots or clouds in vision, eye redness, lacrimation, itchy eyelid"
0,glaucoma,"symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, eye redness"
0,glaucoma,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, itchiness of eye, itchy eyelid"
0,eating disorder,"depression, insomnia, difficulty eating, decreased appetite"
0,eating disorder,"depression, abusing alcohol, acne or pimples, weight gain, difficulty eating, decreased appetite"
0,eating disorder,"anxiety and nervousness, insomnia, abusing alcohol, acne or pimples"
0,eating disorder,"anxiety and nervousness, insomnia, abusing alcohol, acne or pimples, weight gain, difficulty eating"
0,eating disorder,"anxiety and nervousness, abusing alcohol, acne or pimples"
0,eating disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, abusing alcohol, weight gain"
0,eating disorder,"anxiety and nervousness, depressive or psychotic symptoms, abusing alcohol, acne or pimples, difficulty eating"
0,eating disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, abusing alcohol, acne or pimples, difficulty eating"
0,eating disorder,"anxiety and nervousness, depression, insomnia, acne or pimples, difficulty eating"
0,eating disorder,"anxiety and nervousness, depression, abusing alcohol, acne or pimples, decreased appetite"
0,eating disorder,"depressive or psychotic symptoms, abusing alcohol, acne or pimples, weight gain"
0,eating disorder,"anxiety and nervousness, acne or pimples"
0,eating disorder,"depressive or psychotic symptoms, acne or pimples, weight gain, decreased appetite"
0,eating disorder,"anxiety and nervousness, depression, acne or pimples, difficulty eating"
0,eating disorder,"anxiety and nervousness, depressive or psychotic symptoms, abusing alcohol, acne or pimples"
0,eating disorder,"anxiety and nervousness, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, difficulty eating"
0,eating disorder,"anxiety and nervousness, depression, insomnia, abusing alcohol, weight gain, difficulty eating"
0,eating disorder,"anxiety and nervousness, depressive or psychotic symptoms, insomnia, acne or pimples, decreased appetite"
0,eating disorder,"anxiety and nervousness, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, decreased appetite"
0,eating disorder,"depressive or psychotic symptoms, insomnia, difficulty eating"
0,eating disorder,"anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples"
0,eating disorder,"depression, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, weight gain"
0,eating disorder,"anxiety and nervousness, depressive or psychotic symptoms, insomnia, abusing alcohol, acne or pimples, weight gain, difficulty eating"
0,eating disorder,"insomnia, abusing alcohol, acne or pimples, weight gain"
0,eating disorder,"anxiety and nervousness, abusing alcohol, decreased appetite"
0,eating disorder,"depression, insomnia, abusing alcohol, acne or pimples, decreased appetite"
0,eating disorder,"anxiety and nervousness, abusing alcohol, weight gain, decreased appetite"
0,eating disorder,"anxiety and nervousness, depression, insomnia, abusing alcohol, acne or pimples"
